brand,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
Ford,2019,42728,Gasoline,Other,Black,Brown,None reported,Yes,45950
MINI,2010,97395,Gasoline,Manual,Yellow,Black,None reported,Yes,6699
Mazda,2015,91700,Gasoline,Automatic,Red,Black,None reported,Yes,12000
Mitsubishi,2011,94500,Gasoline,Other,White,Black,None reported,Yes,27000
Chevrolet,2014,196300,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,10995
Cadillac,2015,54259,Gasoline,Automatic,Majestic Plum Metallic,Light Platinum / Jet Black,None reported,Yes,19425
Acura,2021,36267,Gasoline,Automatic,White,Parchment,None reported,No,39798
Land,2015,175000,Gasoline,Automatic,Black,Black,None reported,Yes,19500
Chevrolet,2015,159000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,26900
Chevrolet,2016,74000,Gasoline,Automatic,Black,Black,None reported,Yes,32000
Chevrolet,2011,82963,Hybrid,Automatic,White,Black,None reported,Yes,20995
Cadillac,2019,54323,Gasoline,Automatic,Red,Beige,None reported,No,27998
Nissan,2019,59980,Gasoline,Automatic,Silver,Black,None reported,Yes,29000
Audi,2022,10120,Hybrid,Automatic,Navarre Blue,Gray,None reported,No,39998
BMW,2017,25000,Gasoline,Other,White,Red,At least 1 accident or damage reported,Yes,65000
BMW,2012,126000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12700
Toyota,2020,37428,Gasoline,Automatic,White,Black,None reported,Yes,61599
Volkswagen,2014,99499,Gasoline,Other,Black,Black,At least 1 accident or damage reported,Yes,15000
Honda,2012,90742,Gasoline,Automatic,Gray,Gray,None reported,Yes,12980
Land,2014,125000,E85 Flex Fuel,Automatic,White,Brown,At least 1 accident or damage reported,Yes,22500
Hyundai,2018,71669,Gasoline,Automatic,Blue,Black,None reported,Yes,20000
Cadillac,2019,44692,Gasoline,Automatic,Bronze Dune Metallic,Shara Beige,None reported,No,32368
Jaguar,2018,16002,Gasoline,Automatic,Black,Red,None reported,Yes,74900
Toyota,2014,86000,Gasoline,Automatic,Blue,Black,None reported,Yes,41500
Toyota,2019,56000,Gasoline,Automatic,Blue,Black,None reported,Yes,42000
Nissan,1993,168000,–,Manual,White,Black,None reported,Yes,7000
RAM,2017,41789,Gasoline,Automatic,Green,Black,At least 1 accident or damage reported,Yes,42500
Ford,2014,60109,E85 Flex Fuel,Automatic,Gray,Black,None reported,Yes,9499
Mercedes-Benz,2020,48000,Gasoline,Automatic,Black,Black,None reported,Yes,49995
Acura,2008,122000,Gasoline,Other,Gray,Beige,None reported,Yes,11500
Land,2012,102800,Gasoline,Automatic,Gold,Brown,None reported,Yes,16000
MINI,2022,15544,Gasoline,Automatic,Blue,Brown,None reported,No,28000
Mazda,2019,69771,Gasoline,Automatic,Black,Red,None reported,Yes,27500
Acura,2023,2118,Gasoline,Automatic,Red,Black,None reported,No,41998
Ford,2021,28260,Gasoline,Automatic,Blue,Blue,None reported,Yes,72950
Honda,2020,6025,Gasoline,Manual,Gray,Gray,None reported,Yes,27500
Hyundai,2018,32697,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,15900
Ford,2001,239000,Gasoline,Automatic,White,–,None reported,Yes,8000
Jaguar,2017,34150,Gasoline,Automatic,Black,Black,None reported,Yes,45999
Honda,2022,9642,Gasoline,Automatic,Radiant Red Metallic II,Black,None reported,No,38999
Pontiac,2006,100545,Gasoline,Automatic,Gray,Black,None reported,Yes,5995
Mercedes-Benz,2021,11111,Gasoline,Automatic,Gray,Black,None reported,No,38998
Toyota,2007,162000,Gasoline,Automatic,Black,Black,None reported,Yes,23977
Buick,2020,87555,Gasoline,Automatic,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,Yes,31650
Chevrolet,2015,102200,Gasoline,Automatic,Silver,Black,None reported,Yes,25000
Bentley,2013,18950,Gasoline,Other,White,Black,None reported,Yes,77999
Mercedes-Benz,2015,16000,Gasoline,Automatic,White,Red,At least 1 accident or damage reported,Yes,30500
Cadillac,2022,19250,Gasoline,Automatic,Black,Black,None reported,Yes,86999
BMW,2015,65000,Gasoline,Other,Silver,Black,None reported,Yes,24995
MINI,2007,110022,Gasoline,Manual,Silver,Black,None reported,Yes,6250
Bentley,2012,79089,E85 Flex Fuel,Automatic,White,Beige,None reported,Yes,46999
Lexus,2023,2533,Gasoline,Automatic,Black,Black,None reported,Yes,64900
Audi,2014,96273,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,15495
Cadillac,2020,22187,Gasoline,Automatic,Manhattan Noir Metallic,Shara Beige,At least 1 accident or damage reported,Yes,45480
GMC,2009,137000,Gasoline,Automatic,Red,–,None reported,Yes,20000
Nissan,2009,60747,Gasoline,Automatic,White,–,At least 1 accident or damage reported,Yes,71999
Dodge,2007,36500,Gasoline,Automatic,Blue,Gray,None reported,Yes,16000
Ford,2021,19590,Gasoline,Automatic,Blue,Gray,None reported,Yes,54999
Nissan,2015,16850,Gasoline,Other,White,Black,None reported,Yes,95000
Cadillac,2021,4500,Gasoline,Automatic,White,Beige,None reported,No,105000
Chevrolet,2012,194000,Gasoline,Automatic,Gray,White,At least 1 accident or damage reported,Yes,4900
Lexus,2020,48210,Gasoline,Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,Yes,47449
BMW,2018,81500,Gasoline,Automatic,White,White,None reported,Yes,41250
Ford,2021,77107,Gasoline,Automatic,Agate Black Metallic,Black,None reported,No,39995
BMW,2015,58664,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,20950
Mitsubishi,2004,145000,Gasoline,Automatic,Silver,Black,None reported,Yes,8950
Lexus,2018,15055,Gasoline,Automatic,White,Black,None reported,Yes,59000
Tesla,2015,67647,Electric,Automatic,Blue,Beige,None reported,Yes,28000
Lexus,2021,915,Gasoline,Automatic,Blue,White,None reported,Yes,159000
Mazda,2003,46873,Gasoline,Manual,Gray,Blue,None reported,Yes,11500
Cadillac,2021,53169,Gasoline,Automatic,Black,Black,None reported,Yes,81500
Lexus,2022,35700,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,51900
Nissan,2014,112600,Gasoline,Variator,Black,Black,At least 1 accident or damage reported,Yes,13000
GMC,2015,112552,Gasoline,Automatic,Onyx Black,Jet Black,At least 1 accident or damage reported,Yes,24440
BMW,2003,127273,Gasoline,Manual,Silver,Black,None reported,Yes,15000
Lexus,2007,189887,Gasoline,Automatic,White,–,At least 1 accident or damage reported,Yes,3995
BMW,2012,76465,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,22500
Mitsubishi,2007,136400,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,6750
Ford,2004,79635,Gasoline,Automatic,Gray,Black,None reported,Yes,13500
Tesla,2022,4665,Electric,Automatic,Silver,Black,None reported,No,46598
Buick,2011,170000,Gasoline,Automatic,Gold,Beige,At least 1 accident or damage reported,Yes,4000
Ford,2018,67650,Gasoline,Automatic,Blue,Gray,None reported,Yes,30000
Lexus,2016,119850,Gasoline,Automatic,White,Beige,None reported,Yes,19000
Acura,2008,116500,Gasoline,Manual,Red,Black,None reported,Yes,15999
Mercury,1993,120644,–,Manual,Green,Gray,None reported,Yes,4200
Ford,2010,169802,Gasoline,Automatic,Frozen White,Dark Gray,None reported,Yes,9985
BMW,2021,36905,Gasoline,Other,Blue,Beige,None reported,Yes,50000
Jeep,2022,8400,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,47000
Hummer,2003,149961,Gasoline,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,12500
Mercedes-Benz,2014,84500,Gasoline,Automatic,White,Black,None reported,Yes,41500
Lamborghini,2016,3254,Gasoline,Automatic,Bianco Isis,Giallo Taurus / Nero Ade,None reported,No,399900
Mercedes-Benz,2016,96000,Gasoline,Automatic,Blue,Brown,None reported,Yes,65000
Nissan,2009,88000,Gasoline,Other,White,White,At least 1 accident or damage reported,Yes,57000
Audi,2011,35322,Gasoline,Manual,Phantom Black Pearl Effect / Black Roof,Red,None reported,No,94900
Acura,2020,32500,Gasoline,Automatic,White,Red,None reported,Yes,32000
Audi,2016,71280,Gasoline,Automatic,Silver,Black,None reported,Yes,22000
Porsche,2011,37200,Gasoline,Automatic,Black,Beige,None reported,Yes,27500
Saturn,2008,94291,Gasoline,Automatic,White,–,None reported,Yes,14500
Maserati,2006,54082,Gasoline,Other,Blue,Beige,None reported,Yes,17000
Volvo,2022,7800,Plug-In Hybrid,Automatic,Black,Beige,None reported,Yes,66000
Jeep,2016,86250,Gasoline,Automatic,White,Black,None reported,Yes,22000
BMW,2016,75479,Gasoline,Other,Silver,Black,None reported,Yes,27899
BMW,2017,24650,Gasoline,Automatic,Silver,Black,None reported,Yes,50000
Volkswagen,2013,102750,Gasoline,Manual,Black,Black,None reported,Yes,20000
Alfa,2018,50000,Gasoline,Automatic,Brown,Brown,None reported,Yes,27500
BMW,2017,72700,Gasoline,Automatic,Gray,Black,None reported,Yes,27499
BMW,2018,54293,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,49000
Lexus,2018,16000,Gasoline,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes,30500
Lamborghini,2006,19500,Gasoline,Automatic,Green,Yellow,None reported,Yes,129000
BMW,2014,71000,Gasoline,Other,White,Black,At least 1 accident or damage reported,Yes,16700
BMW,2019,60000,Gasoline,Automatic,White,Beige,None reported,Yes,36500
Porsche,1998,75539,Gasoline,Manual,Blue,Beige,None reported,Yes,11995
Alfa,2017,36000,Gasoline,Automatic,White,Red,None reported,Yes,21000
Mercedes-Benz,2019,76422,Gasoline,Automatic,Black,Black,None reported,No,28998
Nissan,2016,42600,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,31950
Rivian,2023,211,Electric,Automatic,Blue,Black,None reported,Yes,99000
Chevrolet,2017,98888,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,29000
Ford,2019,64532,Hybrid,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,19395
BMW,2011,75500,Gasoline,Automatic,White,Black,None reported,Yes,12975
Buick,2019,32000,Gasoline,Automatic,Black,Beige,None reported,Yes,27000
Buick,2019,47839,Gasoline,Automatic,Summit White,Ebony,None reported,Yes,24991
Porsche,2013,98413,Gasoline,Other,Green,Black,At least 1 accident or damage reported,Yes,34900
Audi,2022,9628,Gasoline,Automatic,White,Black,None reported,Yes,78500
Jaguar,1999,15000,Gasoline,Automatic,Green,Beige,None reported,Yes,16370
Audi,2021,6397,Gasoline,Automatic,Kemora Gray Metallic,Black / Express Red,None reported,No,172900
Honda,2022,22564,Gasoline,Automatic,Platinum White Pearl,Black,None reported,No,44998
Lexus,2015,110000,Gasoline,Other,White,Black,None reported,Yes,28000
Mercedes-Benz,2022,105,Diesel,Automatic,Black,Orange,None reported,Yes,200000
Toyota,2004,186117,Gasoline,Automatic,Black,Beige,None reported,Yes,13000
Jeep,2002,103500,Gasoline,Manual,Yellow,Gray,None reported,Yes,12500
Cadillac,2019,8074,Gasoline,Automatic,Manhattan Noir Metallic,Jet Black,None reported,No,76700
BMW,2011,43000,Gasoline,Manual,Black,Black,None reported,Yes,50900
BMW,2015,70700,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,23000
Chevrolet,2022,42479,Gasoline,Automatic,Mosaic Black Metallic,Jet Black,None reported,Yes,28495
Ford,2000,205000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,9950
Audi,2019,22300,Gasoline,Automatic,Blue,Gray,None reported,Yes,38999
Ford,2017,104000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,19995
Ford,2022,13865,Gasoline,Automatic,Shadow Black,Ebony,None reported,Yes,29182
BMW,2022,15882,Gasoline,Automatic,Red,Silver,None reported,Yes,84995
Land,2022,12209,Gasoline,Automatic,Black,Black,None reported,No,104900
Mercedes-Benz,2021,10483,Gasoline,Automatic,Graphite Grey Metallic,Black w/Red Stitching,None reported,No,60998
Nissan,2017,31150,Gasoline,Other,Orange,Black,None reported,Yes,113000
Chrysler,2015,44000,E85 Flex Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,12700
Hummer,2003,109000,Gasoline,Automatic,Beige,Beige,None reported,Yes,17500
BMW,2020,31350,Gasoline,Other,Gray,Orange,None reported,Yes,62450
Audi,2021,30000,Hybrid,Automatic,Black,Black,None reported,Yes,62000
Land,2012,66500,Gasoline,Automatic,Silver,Black,None reported,Yes,19950
Nissan,2012,96600,Gasoline,Automatic,Beige,Black,At least 1 accident or damage reported,Yes,17000
Toyota,2015,198000,Gasoline,Automatic,White,Gray,None reported,Yes,14000
Audi,2013,91877,Gasoline,Automatic,Black,Red,At least 1 accident or damage reported,Yes,24000
Ford,2018,45578,Gasoline,Automatic,White,–,None reported,Yes,45023
BMW,2015,54000,Gasoline,Manual,Black,Red,At least 1 accident or damage reported,Yes,19996
Land,2020,52000,Hybrid,Automatic,Gray,Black,None reported,Yes,55000
Mercedes-Benz,2020,23044,Hybrid,Automatic,Emerald Green Metallic,Black/Saddle Brown,None reported,No,72598
Porsche,2008,132500,Gasoline,Manual,Black,Black,None reported,Yes,35000
Dodge,2006,256000,Gasoline,Automatic,Black,Gray,None reported,Yes,4000
Mercedes-Benz,2009,31370,Gasoline,Other,White,Brown,None reported,Yes,65700
Chrysler,2008,67303,Gasoline,Automatic,Blue,Blue,None reported,Yes,4900
Chevrolet,2021,12000,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,99900
Ford,2023,16500,Gasoline,Automatic,Blue,Gray,None reported,Yes,54000
Toyota,2018,28800,Gasoline,Manual,–,Black,None reported,No,42900
RAM,2019,88000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,39900
Ford,2018,18515,Gasoline,Manual,White,Black,At least 1 accident or damage reported,Yes,60867
Tesla,2018,92813,Electric,Automatic,Red,Black,None reported,Yes,30499
Land,2023,2100,Gasoline,Automatic,Gray,Beige,None reported,Yes,172000
Volvo,2019,58600,Gasoline,Automatic,White,White,At least 1 accident or damage reported,Yes,29000
Lexus,2015,74500,Gasoline,Other,White,Red,None reported,Yes,33900
Tesla,2018,33500,Electric,Automatic,Gray,Black,None reported,Yes,51900
Cadillac,2023,222,Gasoline,Automatic,White,Black,None reported,Yes,69000
Chevrolet,2007,75124,E85 Flex Fuel,Automatic,Red,Gray,None reported,Yes,16499
Chevrolet,2013,15500,Gasoline,Other,White,Blue,None reported,Yes,45000
Audi,2020,34300,Hybrid,Automatic,Gray,Brown,None reported,Yes,52500
Honda,2019,82000,Gasoline,Automatic,Silver,Black,None reported,Yes,32471
Acura,2023,3389,Gasoline,Automatic,Platinum White Pearl,Black,None reported,No,38598
Porsche,2023,10000,Gasoline,Automatic,Gray,Black,None reported,Yes,145000
Cadillac,2005,96000,Gasoline,Automatic,Beige,Brown,At least 1 accident or damage reported,Yes,4999
Dodge,2021,7751,Gasoline,Automatic,Black,Black,None reported,Yes,41950
Audi,2017,66250,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,59200
Lexus,2012,109000,Hybrid,Automatic,White,Black,At least 1 accident or damage reported,Yes,14945
Hyundai,2015,60000,Gasoline,Other,Black,Black,None reported,Yes,17000
Tesla,2020,14700,Electric,Automatic,Gray,Black,None reported,Yes,63000
Mercedes-Benz,2022,9006,Gasoline,Automatic,Black,Black,None reported,Yes,56999
Toyota,2022,13400,Gasoline,Automatic,Silver,Black,None reported,Yes,33499
Porsche,2020,28570,Gasoline,Automatic,White,Black,None reported,No,55998
Dodge,2018,78000,Gasoline,Other,White,Black,At least 1 accident or damage reported,Yes,44700
Lexus,2013,134000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,29995
Kia,2013,104994,Hybrid,Automatic,Black,Beige,None reported,Yes,9000
Bentley,2016,31500,Gasoline,Automatic,Black,Beige,None reported,Yes,103900
Alfa,2020,30000,Gasoline,Automatic,Black,–,None reported,Yes,28900
Lexus,2023,490,Gasoline,Automatic,Black,Black,None reported,Yes,124999
Porsche,2020,18000,Electric,Automatic,Silver,Black,None reported,Yes,105000
Toyota,2017,67000,E85 Flex Fuel,Automatic,Silver,Gray,None reported,Yes,37999
Kia,2021,8263,Gasoline,Automatic,Gray,White,None reported,Yes,29000
RAM,2021,35003,Gasoline,Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,40999
Chevrolet,2008,80000,Gasoline,Automatic,Red,Beige,None reported,Yes,31000
Chevrolet,2022,6200,Gasoline,Other,Brown,Black,None reported,Yes,99999
Jaguar,2014,74595,Gasoline,Automatic,Green,Black,At least 1 accident or damage reported,Yes,32450
Audi,2013,87066,Gasoline,Automatic,Silver,Black,None reported,Yes,20999
Audi,2019,38360,Gasoline,Automatic,Orca Black Metallic,Black,None reported,No,49936
Kia,2020,38000,Gasoline,Automatic,Green,Beige,None reported,Yes,41999
Toyota,2018,69641,Hybrid,Variator,White,Black,At least 1 accident or damage reported,Yes,23995
Toyota,2022,1275,Gasoline,Automatic,Blue,Black,None reported,Yes,47999
BMW,2001,60000,Gasoline,Manual,Black,Gray,None reported,Yes,25000
Jeep,2014,99450,Gasoline,Manual,Gray,Black,None reported,Yes,21000
Toyota,2023,200,Hybrid,Automatic,Blue,White,None reported,Yes,82500
Porsche,2016,68000,Gasoline,Other,Gray,Black,At least 1 accident or damage reported,Yes,32950
Lexus,2010,212000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,9450
GMC,2019,73091,Diesel,Automatic,White,Black,At least 1 accident or damage reported,Yes,58500
Kia,2023,9400,Plug-In Hybrid,Automatic,Black,Black,None reported,Yes,31500
Porsche,2014,117697,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,16975
Mercedes-Benz,2015,95428,Gasoline,Automatic,Silver,Silver,None reported,Yes,55000
Lexus,2017,116300,Gasoline,Automatic,Gray,Beige,None reported,Yes,31950
Acura,2019,56778,Hybrid,Automatic,Black,Black,None reported,Yes,41899
Audi,2023,5682,Hybrid,Automatic,Chronos Gray,Gray,None reported,No,48698
BMW,2017,37000,Gasoline,Automatic,Gray,Black,None reported,Yes,31000
Kia,2015,103748,Gasoline,Automatic,Gray,Gray,None reported,Yes,8500
Toyota,2005,86000,Gasoline,Automatic,Silver,–,None reported,Yes,22500
Land,2013,125900,Gasoline,Automatic,Black,Beige,None reported,Yes,21000
Nissan,2023,6200,Gasoline,Automatic,Black,Gray,None reported,Yes,48000
Ford,2019,85000,Diesel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,52500
Mercedes-Benz,2017,19324,Gasoline,Other,Gray,Beige,None reported,Yes,75000
Cadillac,2018,49273,Gasoline,Automatic,Red,Black,None reported,Yes,54000
Tesla,2019,42094,Electric,Automatic,White,White,None reported,Yes,32000
BMW,2017,44000,Gasoline,Automatic,Blue,Black,None reported,Yes,55000
Chevrolet,2012,148377,Gasoline,Automatic,Blue,Black,None reported,No,5500
Dodge,2010,70000,Gasoline,Manual,Orange,Black,None reported,Yes,22000
Mercedes-Benz,2016,143290,Diesel,Automatic,White,Black,None reported,Yes,33490
Ford,2019,69205,Diesel,Other,White,Black,None reported,Yes,73500
Chevrolet,2015,123500,Gasoline,Automatic,White,Brown,None reported,Yes,25650
Audi,2018,70773,Gasoline,Automatic,White,Black,None reported,Yes,30950
Jeep,2015,109000,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,7599
INFINITI,2014,71097,Gasoline,Automatic,Black,Black,None reported,Yes,18995
BMW,2013,76309,Gasoline,Automatic,Silver,Black,None reported,No,12000
Tesla,2018,26609,Electric,Automatic,Gray,–,None reported,No,36998
Land,2023,4126,Hybrid,Automatic,Black,Beige,None reported,No,155000
Nissan,1996,160490,–,Manual,Gray,Black,None reported,Yes,15500
Cadillac,2014,80400,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,15000
Toyota,2010,123620,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9900
Acura,2011,187883,Gasoline,Automatic,Red,Beige,None reported,Yes,5500
Mercedes-Benz,2020,45000,Gasoline,Automatic,Black,Black,None reported,Yes,133000
Honda,2022,25420,Gasoline,Variator,Red,Gray,None reported,Yes,24500
BMW,2011,129999,Gasoline,Manual,White,Black,None reported,Yes,29999
BMW,2008,41048,Gasoline,Other,Gray,Beige,None reported,Yes,38490
Nissan,2010,72500,Gasoline,Manual,Brown,Black,None reported,Yes,6750
RAM,2014,143390,Gasoline,Automatic,White,–,None reported,Yes,13000
Acura,2018,68425,Gasoline,Automatic,Gray,–,At least 1 accident or damage reported,Yes,23500
Toyota,2018,95000,Gasoline,Automatic,Silver,Brown,None reported,Yes,33000
RAM,2019,29000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,49500
Chevrolet,2003,145000,Gasoline,Automatic,Blue,Black,None reported,Yes,22000
Land,2020,29700,Hybrid,Automatic,Green,Black,None reported,No,68000
Jeep,2011,98658,Gasoline,Automatic,White,Gray,None reported,Yes,14995
Volvo,2009,97615,Gasoline,Automatic,Black,Gray,None reported,Yes,10500
Porsche,2014,36000,Gasoline,Automatic,Black,Beige,None reported,Yes,37000
Mazda,2021,61874,Gasoline,Automatic,Jet Black Mica,Black,None reported,Yes,22389
Chrysler,2012,74582,E85 Flex Fuel,Automatic,Black,–,None reported,Yes,8500
INFINITI,2013,51500,Gasoline,Automatic,Gray,Black,None reported,Yes,23900
Toyota,2007,193827,Gasoline,Automatic,Silver,Black,None reported,Yes,14950
Chevrolet,2019,53433,Gasoline,Automatic,Blue,Gray,None reported,Yes,36950
Mercedes-Benz,2012,103000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,40000
BMW,2016,59000,Gasoline,Other,Black,Brown,At least 1 accident or damage reported,Yes,20999
Lexus,2017,82000,Gasoline,Automatic,Gray,Brown,None reported,Yes,32900
Porsche,2016,60000,Gasoline,Automatic,Gray,Black,None reported,Yes,45000
Cadillac,2017,93971,Gasoline,Automatic,White,Beige,None reported,Yes,47000
Lexus,2015,62600,Gasoline,Other,Gray,Red,None reported,Yes,27500
Mercedes-Benz,2014,84450,Gasoline,Automatic,Gray,Beige,None reported,Yes,19000
Audi,2022,18099,Hybrid,Automatic,Daytona Gray,Gray,None reported,No,40798
Mercedes-Benz,2014,76500,Gasoline,Automatic,Silver,Black,None reported,Yes,17999
Chevrolet,2017,74000,Gasoline,Automatic,Yellow,Black,None reported,Yes,19800
RAM,2022,15607,Gasoline,Automatic,Billet Silver Metallic Clearcoat,Black,None reported,No,45999
Chevrolet,2014,111095,E85 Flex Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,26000
Toyota,2007,37216,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,14995
Jaguar,2015,25786,Gasoline,Automatic,Blue,Gray,None reported,Yes,38500
Jeep,2021,15520,Gasoline,Automatic,Sting Gray Clearcoat,Black,None reported,Yes,40459
RAM,2021,49583,Gasoline,Automatic,Billet Silver Metallic Clearcoat,Black,None reported,No,42816
Porsche,2015,97300,Diesel,Automatic,Black,Black,None reported,Yes,29995
Chevrolet,2002,89000,Gasoline,Automatic,Silver,Black,None reported,Yes,10400
Porsche,2015,52111,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,37500
Dodge,2019,75800,Gasoline,Automatic,Gray,Black,None reported,No,35998
Lexus,2010,113500,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,11000
Audi,2015,155382,Gasoline,Automatic,Brown,Gray,At least 1 accident or damage reported,Yes,13500
Mercedes-Benz,2016,49643,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,33995
BMW,2015,76474,Gasoline,Other,White,Black,None reported,Yes,32000
Porsche,2016,10431,Gasoline,Automatic,Red,Black,None reported,Yes,50999
INFINITI,2009,190120,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,12500
Ford,2020,92000,Gasoline,Automatic,Gray,Black,None reported,Yes,29999
Chevrolet,2017,24000,Gasoline,Manual,Yellow,Black,None reported,Yes,32000
RAM,2020,25396,Gasoline,Automatic,Maximum Steel Metallic,Black,None reported,Yes,43250
Chevrolet,2001,167000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,6500
RAM,2022,18645,Gasoline,Automatic,Diamond Black,Black,None reported,Yes,49700
Porsche,2018,28470,Gasoline,Other,White,Black,At least 1 accident or damage reported,Yes,147500
Ford,2016,54000,Gasoline,Automatic,White,Black,None reported,Yes,23999
Hyundai,2003,83000,Gasoline,Manual,Blue,Gray,None reported,Yes,2900
Audi,2022,10071,Hybrid,Automatic,Mythos Black Metallic,Black,None reported,No,40598
Ford,2021,43329,Gasoline,Automatic,Carbonized Gray Metallic,Black,None reported,Yes,43642
Lexus,2015,51400,Gasoline,Automatic,Silver,Gray,None reported,Yes,43000
Chevrolet,2015,153800,E85 Flex Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,23000
Land,2022,9000,Gasoline,Automatic,Green,Gray,None reported,Yes,115000
Dodge,2003,10800,Gasoline,Manual,Silver,Black,None reported,Yes,65499
RAM,2020,10458,Gasoline,Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,48815
BMW,2014,84709,Gasoline,Automatic,Silver,Gray,None reported,Yes,13800
Mercedes-Benz,2019,33500,Gasoline,Automatic,Red,Black,None reported,Yes,45770
BMW,2015,98000,Gasoline,Other,Black,Orange,None reported,Yes,32999
BMW,2008,94653,Gasoline,Automatic,Green,Green,At least 1 accident or damage reported,Yes,7300
Ford,2023,9281,Gasoline,Automatic,Black,Black,None reported,Yes,85000
Chevrolet,2023,11806,Gasoline,Automatic,White,Black,None reported,Yes,47000
Mercedes-Benz,1993,70015,–,Automatic,Gray,Gray,None reported,Yes,22500
Cadillac,2020,48613,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,61500
RAM,2023,2990,Diesel,Automatic,White,Black,At least 1 accident or damage reported,Yes,69900
Audi,2005,124747,Gasoline,Other,Silver,Black,None reported,Yes,6900
RAM,2021,24000,Hybrid,Automatic,Silver,Black,None reported,Yes,42000
Mazda,2009,113000,Gasoline,Automatic,Gray,Black,None reported,Yes,5499
INFINITI,2017,89106,Gasoline,Other,White,Beige,None reported,Yes,18000
Ford,2017,22000,E85 Flex Fuel,Automatic,Beige,Black,At least 1 accident or damage reported,Yes,53000
Jeep,2022,20472,Gasoline,Automatic,Red,Black,None reported,No,28298
INFINITI,2023,8600,Gasoline,Automatic,Black,Brown,None reported,No,78990
Chevrolet,2022,4753,Gasoline,Automatic,White,Black,None reported,Yes,57000
Hyundai,2010,65000,Gasoline,Automatic,Gray,Black,None reported,No,8900
Chevrolet,2021,15000,Gasoline,Manual,Blue,Gray,None reported,Yes,43500
Chevrolet,1997,229000,Diesel,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,19500
Audi,2014,42400,Diesel,Automatic,Silver,Black,None reported,Yes,26500
Land,2023,15840,Gasoline,Automatic,White,Black,None reported,Yes,69900
Porsche,2016,76200,Gasoline,Other,Gray,Beige,None reported,Yes,42000
Chevrolet,2019,105667,Gasoline,Automatic,Black,Beige,None reported,Yes,39000
Chevrolet,2019,51338,Gasoline,Automatic,White,Black,None reported,Yes,49900
Dodge,2016,76857,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,8100
Ford,2019,80200,E85 Flex Fuel,Automatic,White,Black,None reported,Yes,42500
Toyota,2002,244200,Gasoline,Automatic,White,–,At least 1 accident or damage reported,Yes,3950
Ford,2014,38560,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,28500
